Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance_(%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access,Parent_Education,Family_Income,Stress_Level_(1-10)
S1162,Hassan,Williams,student162@univ.edu,Male,21,Engineering,73.58,67.86,83.45,83.02,53.73,28.7,58.05,71.9995,C,6.9,Yes,Yes,PhD,Low,4
S1163,Ahmed,Khan,student163@univ.edu,Female,23,Physics,63.45,44.57,77.89,99.89,74.46,18.1,89.99,75.8265,B,6.1,Yes,No,Bachelor's,High,7
S1164,Omar,Anderson,student164@univ.edu,Male,25,Data Science,52.8,73.19,87.78,57.35,57.91,49.1,67.82,72.823,C,11.5,Yes,Yes,High School,Low,5
S1165,Liam,Johnson,student165@univ.edu,Male,24,Data Science,70.43,59.72,66.93,86.84,86.85,95.0,59.21,70.3045,C,13.6,Yes,Yes,Master's,Medium,2
S1166,Lucas,Taylor,student166@univ.edu,Male,18,Business,52.63,47.29,47.28,56.94,87.06,32.8,62.81,57.0275,D,17.1,No,Yes,Master's,Medium,6
S1167,Emma,Williams,student167@univ.edu,Female,23,Data Science,77.52,67.98,73.54,91.94,92.1,61.2,51.75,74.7035,C,7.3,Yes,Yes,High School,Low,1
S1168,Hassan,Smith,student168@univ.edu,Male,25,Engineering,65.36,40.2,55.9,79.82,68.88,89.2,54.53,58.0895,D,26.8,No,Yes,High School,High,6
S1169,Emma,Smith,student169@univ.edu,Female,24,Business,76.68,64.11,63.07,96.91,50.67,63.0,79.63,68.978,C,26.3,No,No,Bachelor's,Medium,1
S1170,Fatima,Taylor,student170@univ.edu,Female,24,Data Science,56.71,46.34,41.04,93.3,62.99,36.2,93.31,61.072,D,15.4,Yes,No,PhD,Medium,3
S1171,Sophia,Khan,student171@univ.edu,Male,23,Mathematics,96.63,41.46,62.97,53.74,73.39,99.1,72.43,60.2655,D,21.9,No,Yes,PhD,High,10
S1172,Lucas,Davis,student172@univ.edu,Female,22,Mathematics,94.73,89.47,88.53,56.87,84.7,18.7,81.3,82.31,B,8.0,Yes,No,None,Medium,7
S1173,Lucas,Davis,student173@univ.edu,Female,23,Mathematics,59.5,94.97,72.56,80.06,69.1,52.3,90.49,80.3375,B,17.5,Yes,No,High School,Low,2
S1174,Ali,Johnson,student174@univ.edu,Male,21,Mathematics,67.17,52.46,40.59,75.92,76.8,79.7,67.84,57.7825,D,30.7,Yes,No,Master's,High,9
S1175,Zainab,Williams,student175@univ.edu,Male,24,Physics,80.67,72.36,68.19,58.43,76.21,0.1,82.72,70.9425,C,24.8,Yes,No,None,Low,3
S1176,Ahmed,Williams,student176@univ.edu,Male,18,Mathematics,54.78,56.68,57.49,56.47,58.25,70.2,67.52,58.7935,D,8.1,No,Yes,High School,Low,3
S1177,Emma,Taylor,student177@univ.edu,Female,21,Business,67.73,69.61,68.65,78.2,81.15,26.6,82.14,74.173,C,30.4,No,No,High School,High,7
S1178,Omar,Jones,student178@univ.edu,Male,19,CS,62.56,66.2,64.28,52.45,71.96,17.0,60.88,63.5315,D,25.4,Yes,No,None,Medium,1
S1179,John,Smith,student179@univ.edu,Female,20,Physics,95.78,56.14,95.92,93.69,90.4,27.4,98.89,87.247,A,18.6,No,No,PhD,Low,5
S1180,Zainab,Williams,student180@univ.edu,Female,23,CS,92.63,82.02,42.47,90.35,84.53,96.7,53.81,65.572,C,25.8,Yes,No,High School,Medium,10
S1181,John,Taylor,student181@univ.edu,Female,22,Business,78.99,47.59,81.02,89.27,55.57,89.2,75.26,70.89,C,10.2,Yes,Yes,None,Low,3
S1182,Hassan,Wilson,student182@univ.edu,Female,18,Business,76.02,43.18,91.06,50.8,74.44,21.4,64.31,68.9395,C,21.5,No,No,Bachelor's,High,1
S1183,Liam,Brown,student183@univ.edu,Female,22,Engineering,96.54,86.06,97.55,52.38,85.12,11.7,80.04,83.9855,B,23.5,Yes,Yes,Bachelor's,High,7
S1184,Emma,Wilson,student184@univ.edu,Male,22,Physics,96.62,79.96,50.66,77.49,54.35,36.4,71.42,64.212,D,32.8,No,Yes,Master's,High,10
S1185,Emma,Miller,student185@univ.edu,Male,22,CS,98.47,69.91,71.88,99.72,89.62,59.2,65.33,77.3405,B,7.0,No,No,PhD,Medium,7
S1186,Zainab,Khan,student186@univ.edu,Female,23,Mathematics,56.27,68.07,42.62,67.12,61.1,86.7,62.5,57.139,D,16.2,Yes,Yes,None,Low,9
S1187,Fatima,Johnson,student187@univ.edu,Female,18,Business,58.03,69.84,69.95,67.22,75.15,96.6,59.12,68.674,C,33.1,No,Yes,PhD,High,7
S1188,Zainab,Williams,student188@univ.edu,Male,18,Mathematics,83.84,66.22,47.53,56.71,97.03,75.1,89.14,66.3115,C,11.5,No,Yes,PhD,Low,4
S1189,John,Miller,student189@univ.edu,Male,24,CS,77.07,63.57,90.27,83.72,78.57,59.9,61.11,77.8185,B,29.4,Yes,Yes,None,Low,3
S1190,Zainab,Anderson,student190@univ.edu,Female,22,Physics,50.92,69.98,46.83,82.33,71.2,14.2,88.68,66.718,C,5.0,No,Yes,High School,High,6
S1191,Emma,Miller,student191@univ.edu,Female,24,Data Science,53.1,71.71,70.8,55.07,50.34,7.4,74.25,66.071,C,5.8,No,No,Bachelor's,Low,6
S1192,Fatima,Taylor,student192@univ.edu,Male,24,Data Science,94.4,81.51,71.27,73.37,56.67,59.6,53.61,68.794,C,14.8,No,Yes,Master's,Low,2
S1193,Ahmed,Williams,student193@univ.edu,Male,20,Business,93.44,82.67,98.3,83.35,78.93,53.9,58.27,84.0215,B,28.1,No,No,High School,High,7
S1194,Sara,Brown,student194@univ.edu,Female,23,Engineering,67.86,62.66,79.3,74.68,74.69,84.6,94.65,76.89,B,8.1,Yes,No,PhD,Low,1
S1195,Ali,Khan,student195@univ.edu,Male,23,Mathematics,94.55,64.81,57.27,83.72,68.19,32.3,80.14,67.814,C,16.5,Yes,No,PhD,High,9
S1196,Maria,Taylor,student196@univ.edu,Male,21,Business,79.68,62.42,54.45,90.81,96.16,4.0,59.22,68.47,C,8.9,No,No,None,Medium,2
S1197,Lucas,Taylor,student197@univ.edu,Female,25,Engineering,90.3,72.19,47.69,84.29,66.62,42.4,85.19,66.5445,C,11.7,No,No,Bachelor's,Low,3
S1198,Zainab,Johnson,student198@univ.edu,Female,24,Mathematics,71.37,67.2,85.39,80.81,76.86,96.9,91.16,80.651,B,20.1,Yes,No,Bachelor's,High,6
S1199,Hassan,Johnson,student199@univ.edu,Female,23,CS,55.67,93.38,81.45,92.68,78.44,79.6,66.53,82.831,B,14.6,Yes,No,Master's,Medium,7
S1200,Sophia,Smith,student200@univ.edu,Male,22,Data Science,71.69,81.78,76.59,95.03,76.37,3.4,77.83,80.547,B,11.4,No,No,High School,Low,1
S1201,Liam,Smith,student201@univ.edu,Female,25,Engineering,72.86,93.92,42.45,69.44,73.88,87.5,64.67,64.84,D,16.8,No,No,Master's,High,3
S1202,Sara,Davis,student202@univ.edu,Male,19,Mathematics,77.55,82.55,85.77,58.66,66.85,47.2,54.0,73.456,C,26.0,Yes,Yes,PhD,Low,6
S1203,Ali,Jones,student203@univ.edu,Female,22,Business,55.28,98.26,78.51,90.89,95.44,36.5,69.98,85.577,A,8.6,No,Yes,PhD,Medium,4
S1204,Ali,Williams,student204@univ.edu,Female,18,Mathematics,99.57,78.14,97.83,60.69,72.54,34.7,87.57,82.9885,B,19.4,No,No,Bachelor's,Low,5
S1205,Ali,Williams,student205@univ.edu,Male,23,Business,62.21,97.81,75.23,96.45,76.42,59.5,72.93,82.7625,B,13.2,No,No,PhD,High,3
S1206,Ali,Ahmed,student206@univ.edu,Male,25,Data Science,59.93,49.49,58.24,51.14,82.82,53.1,70.26,60.915,D,16.4,No,Yes,High School,Low,8
S1207,John,Miller,student207@univ.edu,Female,23,Data Science,76.34,43.15,62.89,96.06,53.38,65.7,68.3,63.3025,D,29.6,Yes,No,High School,Low,1
S1208,Hassan,Williams,student208@univ.edu,Female,21,Mathematics,76.86,74.75,50.55,79.46,89.06,57.4,72.95,68.863,C,32.9,Yes,No,Master's,Low,10
S1209,Hassan,Williams,student209@univ.edu,Male,24,Mathematics,71.99,99.01,83.37,88.74,75.63,14.4,65.91,83.5235,B,12.3,Yes,Yes,High School,Medium,7
S1210,Fatima,Jones,student210@univ.edu,Female,19,Business,88.59,65.06,82.46,69.92,82.86,25.7,80.61,76.8815,B,23.9,Yes,No,PhD,Medium,2
S1211,Lucas,Anderson,student211@univ.edu,Male,23,Business,75.83,52.72,52.04,99.59,88.6,84.1,53.18,64.9635,D,25.3,Yes,Yes,None,Low,8
S1212,Emma,Smith,student212@univ.edu,Male,21,Engineering,80.48,71.29,49.51,61.38,93.7,66.3,90.37,68.404,C,30.3,Yes,No,Bachelor's,Medium,3
S1213,Ali,Smith,student213@univ.edu,Female,21,Engineering,86.19,78.93,44.62,63.22,69.61,44.8,58.66,60.1265,D,32.0,Yes,No,Bachelor's,Medium,4
S1214,Sophia,Brown,student214@univ.edu,Male,19,Engineering,51.25,58.91,94.72,52.57,90.57,18.3,81.67,78.6555,B,19.0,Yes,No,Bachelor's,High,2
S1215,Emma,Williams,student215@univ.edu,Male,22,Mathematics,78.53,82.89,53.98,97.02,62.94,0.8,72.49,70.3385,C,34.5,Yes,No,None,Medium,5
S1216,Hassan,Jones,student216@univ.edu,Male,22,Physics,94.21,98.51,60.65,72.8,83.02,31.2,88.67,77.603,B,34.1,No,No,PhD,Medium,9
S1217,Omar,Khan,student217@univ.edu,Female,22,Physics,50.87,93.82,56.83,83.74,55.14,5.5,91.31,73.183,C,20.2,Yes,Yes,High School,Medium,4
S1218,Omar,Smith,student218@univ.edu,Male,20,Physics,70.26,57.5,64.82,84.37,51.0,48.2,60.21,63.524,D,21.3,No,No,PhD,Low,7
S1219,Sophia,Jones,student219@univ.edu,Female,24,Physics,96.31,59.6,82.84,93.73,54.79,82.2,83.86,75.771,B,25.0,No,No,Master's,Low,8
S1220,Fatima,Wilson,student220@univ.edu,Female,25,Engineering,67.66,62.29,92.24,83.25,65.97,28.5,59.5,76.05,B,16.2,No,Yes,PhD,Medium,10
S1221,Hassan,Anderson,student221@univ.edu,Female,24,Mathematics,72.94,63.67,50.96,78.1,51.55,84.8,56.2,58.4475,D,24.9,Yes,No,PhD,High,1
S1222,Sophia,Williams,student222@univ.edu,Male,22,Physics,99.08,46.02,81.18,85.52,81.52,70.5,96.51,77.1495,B,20.4,No,No,Bachelor's,Medium,6
S1223,John,Brown,student223@univ.edu,Male,19,Data Science,59.97,85.72,61.15,87.55,65.83,12.5,58.22,70.2865,C,6.1,Yes,No,PhD,High,5
S1224,Zainab,Miller,student224@univ.edu,Female,20,CS,53.26,61.92,98.83,59.3,86.82,64.5,61.41,78.104,B,30.6,Yes,Yes,None,High,10
S1225,Sophia,Smith,student225@univ.edu,Female,24,Data Science,92.97,92.79,57.94,55.48,52.3,15.2,56.52,63.482,D,33.2,Yes,Yes,Bachelor's,Medium,10
S1226,Ahmed,Wilson,student226@univ.edu,Male,22,Mathematics,93.42,95.62,40.43,53.74,60.84,65.5,73.51,61.488,D,5.8,No,No,Master's,High,1
S1227,Emma,Khan,student227@univ.edu,Female,20,Mathematics,73.6,41.47,70.94,68.7,70.4,14.3,95.98,68.385,C,28.7,No,No,None,High,9
S1228,Sara,Jones,student228@univ.edu,Female,25,CS,75.71,99.31,49.04,74.9,69.13,39.3,63.2,68.1105,C,16.6,Yes,Yes,None,High,10
S1229,David,Johnson,student229@univ.edu,Male,19,Business,91.79,82.6,42.67,80.78,56.55,56.7,77.09,63.6175,D,22.6,No,No,Master's,Medium,7
S1230,Fatima,Taylor,student230@univ.edu,Female,22,Business,86.93,71.22,81.9,97.9,99.71,5.0,70.57,83.136,B,20.0,Yes,Yes,High School,High,1
S1231,Sophia,Williams,student231@univ.edu,Male,25,Business,63.26,63.37,83.94,66.54,64.22,15.3,66.8,71.687,C,21.5,No,No,PhD,Medium,2
S1232,Hassan,Williams,student232@univ.edu,Male,18,Engineering,50.84,71.11,67.64,88.04,86.05,32.0,78.61,75.801,B,19.9,No,Yes,PhD,Low,4
S1233,Liam,Wilson,student233@univ.edu,Female,25,Business,73.99,59.48,80.61,76.57,61.0,46.2,77.94,72.436,C,30.6,No,Yes,High School,Medium,10
S1234,Omar,Jones,student234@univ.edu,Male,23,Engineering,92.95,77.36,72.29,61.0,93.89,85.8,67.97,74.2025,C,25.5,Yes,No,Master's,Low,9
S1235,Ahmed,Davis,student235@univ.edu,Male,19,Engineering,94.79,45.58,77.79,80.77,69.39,18.7,92.53,72.746,C,17.4,No,Yes,High School,Low,2
S1236,Lucas,Williams,student236@univ.edu,Male,25,Business,97.81,77.27,75.8,98.36,95.05,34.7,52.66,78.8945,B,25.7,Yes,No,Bachelor's,Medium,1
S1237,Ali,Davis,student237@univ.edu,Female,25,Business,93.98,56.52,79.95,56.22,67.09,47.6,54.26,65.922,C,34.0,No,Yes,Bachelor's,Low,1
S1238,David,Khan,student238@univ.edu,Female,21,CS,79.0,41.06,51.98,75.36,50.43,29.6,99.54,60.2045,D,7.4,No,No,Bachelor's,Medium,9
S1239,Fatima,Johnson,student239@univ.edu,Female,21,Physics,72.23,73.16,56.12,52.58,75.85,62.6,87.38,66.6455,C,16.6,Yes,Yes,High School,Medium,1
S1240,Sara,Wilson,student240@univ.edu,Male,25,CS,88.74,74.71,66.4,66.06,76.24,25.7,90.2,73.057,C,31.1,No,No,None,High,4
S1241,David,Jones,student241@univ.edu,Male,25,Engineering,86.99,65.59,66.77,81.03,55.99,77.2,80.14,69.0615,C,27.2,Yes,Yes,Bachelor's,Low,5
S1242,Sophia,Jones,student242@univ.edu,Female,19,CS,76.91,44.34,86.46,92.05,61.75,50.5,70.99,72.8475,C,33.0,Yes,Yes,High School,Medium,6
S1243,John,Ahmed,student243@univ.edu,Female,21,Engineering,54.37,93.6,62.04,86.52,89.17,8.6,81.46,79.0065,B,6.2,No,No,Bachelor's,Medium,6
S1244,Omar,Khan,student244@univ.edu,Male,24,Mathematics,96.3,76.69,49.75,73.14,51.84,62.7,54.63,59.692,D,30.9,Yes,No,Bachelor's,Low,3
S1245,Hassan,Khan,student245@univ.edu,Female,19,Engineering,72.78,46.94,55.09,95.46,74.48,56.9,87.89,67.344,C,28.8,No,Yes,PhD,Low,7
S1246,Omar,Anderson,student246@univ.edu,Female,18,Engineering,68.17,70.66,52.88,65.14,76.52,33.9,77.04,65.445,C,29.5,Yes,Yes,High School,Low,8
S1247,Lucas,Taylor,student247@univ.edu,Female,19,CS,81.48,69.84,83.9,87.7,84.44,1.1,97.84,83.83,B,22.9,Yes,No,PhD,Low,1
S1248,John,Smith,student248@univ.edu,Female,22,Physics,83.69,43.62,68.22,73.7,51.87,20.1,81.87,63.717,D,6.6,No,Yes,Master's,Medium,9
S1249,Ali,Smith,student249@univ.edu,Female,22,Mathematics,60.53,76.41,82.52,94.93,79.28,40.6,57.58,78.9325,B,21.2,Yes,No,Bachelor's,Low,6
S1250,Hassan,Ahmed,student250@univ.edu,Male,20,Data Science,91.85,88.5,64.97,89.87,50.15,20.0,73.88,72.5245,C,17.2,Yes,No,Bachelor's,Medium,1
S1251,Emma,Miller,student251@univ.edu,Female,21,Data Science,64.5,84.94,93.38,95.07,63.26,57.7,52.89,81.354,B,20.8,Yes,No,PhD,Low,9
S1252,Maria,Brown,student252@univ.edu,Female,25,Physics,59.33,52.18,99.01,60.71,74.98,71.2,87.27,78.5335,B,27.2,Yes,No,High School,High,4
S1253,Ahmed,Wilson,student253@univ.edu,Male,23,Data Science,70.32,91.74,80.19,83.41,95.56,85.6,75.09,84.5235,B,22.9,No,No,None,Low,9
S1254,Omar,Johnson,student254@univ.edu,Male,21,Mathematics,86.53,60.55,91.83,86.92,56.33,64.7,68.48,76.01,B,13.8,No,No,None,Low,10
S1255,Liam,Jones,student255@univ.edu,Male,24,Business,98.27,96.79,70.48,87.12,58.46,68.9,98.43,80.6275,B,23.0,No,Yes,Master's,Medium,5
S1256,Omar,Taylor,student256@univ.edu,Male,19,Mathematics,90.46,44.3,96.08,75.2,83.46,60.8,97.03,80.8415,B,7.5,Yes,No,High School,Medium,6
S1257,David,Davis,student257@univ.edu,Female,23,CS,97.02,69.17,89.9,50.56,68.74,98.5,97.64,77.84,B,5.2,Yes,Yes,High School,High,9
S1258,Omar,Wilson,student258@univ.edu,Female,23,Engineering,57.03,75.83,99.51,63.07,81.17,26.1,61.05,80.788,B,17.0,No,No,PhD,High,6
S1259,Fatima,Miller,student259@univ.edu,Female,25,Engineering,53.56,54.86,77.39,66.17,99.87,26.6,86.43,75.929,B,27.7,No,No,Bachelor's,Low,1
S1260,Omar,Wilson,student260@univ.edu,Female,25,CS,77.89,86.28,86.75,92.6,99.34,12.6,97.27,91.0,A,29.7,No,Yes,Bachelor's,Medium,1
S1261,Maria,Miller,student261@univ.edu,Male,21,CS,64.51,77.61,72.57,92.04,67.69,48.6,78.54,76.662,B,21.5,Yes,No,High School,Low,2
S1262,Maria,Jones,student262@univ.edu,Male,23,Engineering,91.4,41.09,55.55,55.23,75.2,9.6,60.71,56.3315,D,31.0,No,No,None,Medium,2
S1263,Ali,Brown,student263@univ.edu,Female,23,Physics,83.6,76.5,61.29,97.49,95.23,27.0,90.89,79.293,B,8.8,Yes,No,Master's,Medium,6
S1264,Sara,Miller,student264@univ.edu,Female,22,Business,98.54,69.49,93.64,59.12,54.61,48.3,94.0,77.8315,B,33.9,Yes,No,PhD,Medium,10
S1265,Emma,Jones,student265@univ.edu,Female,18,Business,62.74,51.76,43.36,70.72,72.62,95.8,85.16,59.803,D,32.7,No,Yes,High School,Medium,10
S1266,Liam,Jones,student266@univ.edu,Female,25,Business,74.29,99.74,75.49,60.76,68.88,96.4,64.68,75.5175,B,23.0,Yes,Yes,Master's,High,5
S1267,Omar,Brown,student267@univ.edu,Male,19,CS,75.06,93.83,62.35,93.02,64.74,74.4,59.53,73.182,C,6.8,No,Yes,High School,Medium,7
S1268,Omar,Smith,student268@univ.edu,Female,21,Engineering,61.96,57.55,63.2,87.47,99.71,38.9,81.21,73.8885,C,18.6,No,Yes,Master's,High,8
S1269,Ahmed,Wilson,student269@univ.edu,Male,25,Physics,79.5,72.46,93.07,67.68,86.68,86.5,74.14,81.3415,B,10.4,Yes,Yes,Master's,High,10
S1270,Hassan,Ahmed,student270@univ.edu,Male,22,Engineering,72.16,58.99,91.23,84.09,69.44,87.5,83.44,79.274,B,23.9,Yes,No,Bachelor's,Low,10
S1271,Maria,Williams,student271@univ.edu,Male,24,Engineering,72.34,86.53,75.93,59.22,91.45,91.0,55.58,74.819,C,10.7,No,No,PhD,Low,10
S1272,Liam,Williams,student272@univ.edu,Male,25,Physics,68.14,95.82,56.38,69.11,74.48,64.0,56.8,68.9555,C,19.5,No,No,PhD,High,10
S1273,Ali,Ahmed,student273@univ.edu,Female,24,Mathematics,50.85,61.53,68.53,68.86,93.64,20.2,68.14,70.8875,C,11.2,No,Yes,Bachelor's,High,3
S1274,Lucas,Davis,student274@univ.edu,Female,20,Physics,76.1,88.34,64.5,61.9,63.32,9.1,62.94,68.467,C,10.5,No,Yes,None,High,9
S1275,Sara,Khan,student275@univ.edu,Female,23,Mathematics,66.76,69.9,61.22,93.82,61.18,91.5,80.97,70.8025,C,12.4,No,Yes,PhD,Medium,1
S1276,Emma,Davis,student276@univ.edu,Female,23,Data Science,50.07,63.79,46.17,83.94,62.36,5.6,68.38,61.1195,D,5.9,No,Yes,Bachelor's,Medium,3
S1277,John,Khan,student277@univ.edu,Male,21,Mathematics,65.4,96.31,72.59,64.0,76.92,29.6,84.2,78.4365,B,26.5,Yes,No,Master's,High,2
S1278,Emma,Ahmed,student278@univ.edu,Male,18,Business,63.93,70.62,58.11,62.11,64.57,48.7,88.44,66.7305,C,14.2,Yes,Yes,Master's,High,6
S1279,Fatima,Williams,student279@univ.edu,Male,18,Business,69.67,68.04,79.65,50.9,57.36,2.2,59.36,66.6285,C,25.9,Yes,Yes,PhD,High,1
S1280,David,Johnson,student280@univ.edu,Female,21,Physics,56.59,80.35,59.15,67.33,99.73,90.7,95.99,76.23,B,24.6,No,No,Master's,Low,8
S1281,Fatima,Williams,student281@univ.edu,Male,21,Business,75.38,55.67,65.87,76.34,95.02,28.7,89.36,73.2965,C,7.0,Yes,Yes,PhD,Low,10
S1282,Omar,Davis,student282@univ.edu,Male,22,Business,84.62,59.49,43.14,63.89,81.75,2.9,81.34,61.044,D,14.4,No,Yes,High School,Medium,10
S1283,Sara,Taylor,student283@univ.edu,Male,24,Data Science,81.51,95.92,99.55,85.02,94.58,99.4,95.45,95.284,A,22.0,No,Yes,Bachelor's,Medium,3
S1284,David,Ahmed,student284@univ.edu,Male,21,Business,90.19,80.71,70.46,70.59,96.77,31.1,63.29,75.4005,B,32.6,Yes,Yes,None,Low,6
S1285,Liam,Davis,student285@univ.edu,Female,24,CS,72.6,89.6,41.45,65.82,83.81,87.7,71.09,65.5355,C,17.0,Yes,No,PhD,Medium,2
S1286,John,Johnson,student286@univ.edu,Male,25,CS,75.95,56.27,72.47,96.95,75.93,45.3,54.29,70.694,C,20.1,No,Yes,None,Medium,5
S1287,Maria,Wilson,student287@univ.edu,Male,25,CS,90.52,72.63,92.22,63.14,94.1,66.3,72.81,81.3105,B,27.5,Yes,No,Bachelor's,High,2
S1288,Sara,Khan,student288@univ.edu,Female,20,Mathematics,71.39,98.28,86.35,69.91,78.39,24.1,75.32,83.4215,B,29.1,No,No,Bachelor's,High,7
S1289,Sara,Williams,student289@univ.edu,Female,24,Physics,85.08,59.12,82.05,69.11,56.34,50.3,80.8,71.479,C,32.7,Yes,Yes,High School,Low,5
S1290,Fatima,Brown,student290@univ.edu,Female,22,Physics,71.73,49.63,48.37,62.06,68.34,25.8,53.2,54.3955,F,19.9,Yes,Yes,Bachelor's,High,8
S1291,Omar,Taylor,student291@univ.edu,Male,25,Engineering,70.89,70.65,79.46,60.87,72.3,95.1,51.62,69.6595,C,10.8,Yes,No,Master's,Medium,6
S1292,Sophia,Jones,student292@univ.edu,Male,23,Data Science,88.01,63.27,85.98,65.12,96.77,6.1,70.99,77.679,B,27.9,Yes,Yes,None,High,8
S1293,Ali,Johnson,student293@univ.edu,Male,23,CS,58.74,49.57,74.35,93.21,82.96,27.5,59.46,71.281,C,8.8,Yes,Yes,Bachelor's,Medium,9
S1294,Fatima,Davis,student294@univ.edu,Male,25,CS,66.93,93.31,93.56,88.35,93.76,89.3,87.94,91.9155,A,17.6,Yes,Yes,Bachelor's,Low,7
S1295,Sara,Khan,student295@univ.edu,Female,25,Business,61.21,99.44,56.62,84.05,87.88,48.0,83.44,78.0105,B,23.8,Yes,Yes,None,High,1
S1296,Zainab,Brown,student296@univ.edu,Male,25,CS,67.96,74.11,54.53,72.86,65.49,60.0,66.29,64.6035,D,25.8,No,Yes,None,Low,9
S1297,Ahmed,Miller,student297@univ.edu,Male,24,Business,61.52,86.48,92.17,75.39,85.94,65.2,52.29,81.5985,B,27.0,Yes,Yes,High School,High,9
S1298,John,Smith,student298@univ.edu,Female,23,Business,78.97,91.54,77.52,63.36,59.76,7.1,59.12,72.776,C,10.8,No,No,Bachelor's,High,10
S1299,Ali,Williams,student299@univ.edu,Female,23,Engineering,89.91,82.06,40.09,53.72,70.41,1.8,84.58,61.75,D,34.4,No,Yes,Master's,High,2
S1300,Fatima,Smith,student300@univ.edu,Female,19,Mathematics,89.33,42.65,61.19,66.55,90.3,93.8,99.51,68.4005,C,10.4,Yes,No,Master's,Low,2
S1301,John,Johnson,student301@univ.edu,Male,25,Business,68.23,49.46,91.47,74.78,80.6,27.2,66.32,75.1615,B,7.9,No,No,High School,High,7
S1302,Ahmed,Miller,student302@univ.edu,Male,20,Business,99.44,44.26,41.64,52.87,91.27,38.0,90.1,58.562,D,24.9,Yes,No,Bachelor's,Medium,5
S1303,Lucas,Miller,student303@univ.edu,Male,25,Physics,79.69,40.59,40.19,54.41,62.74,68.2,93.35,53.7595,F,32.3,Yes,Yes,None,High,5
S1304,Ahmed,Miller,student304@univ.edu,Male,22,Engineering,69.97,58.36,56.88,63.15,87.49,23.6,52.41,62.0375,D,21.8,Yes,No,Master's,High,1
S1305,Ahmed,Jones,student305@univ.edu,Male,22,Business,91.78,63.54,94.84,68.35,60.12,73.3,95.81,79.544,B,22.9,No,No,Bachelor's,Medium,6
S1306,John,Johnson,student306@univ.edu,Female,23,Data Science,86.49,54.46,94.09,69.67,77.27,45.8,73.31,76.861,B,21.2,Yes,No,High School,Low,8
S1307,Emma,Wilson,student307@univ.edu,Female,25,Mathematics,87.46,43.88,71.13,55.89,71.68,85.7,98.21,67.5385,C,6.3,No,Yes,High School,Low,4
S1308,John,Smith,student308@univ.edu,Male,18,Data Science,59.81,71.79,73.19,61.29,77.82,27.9,76.93,72.3805,C,25.4,No,No,None,Medium,3
S1309,Sophia,Wilson,student309@univ.edu,Male,22,CS,73.42,56.4,59.92,63.08,56.78,20.4,61.76,59.495,D,15.7,Yes,No,High School,High,10
S1310,Omar,Brown,student310@univ.edu,Male,25,Mathematics,93.09,87.76,54.62,53.38,68.06,83.2,98.73,69.6945,C,33.1,Yes,Yes,High School,Medium,10
S1311,David,Anderson,student311@univ.edu,Male,20,CS,75.2,40.48,88.91,66.3,83.35,32.6,62.17,70.9875,C,10.6,Yes,Yes,High School,Medium,1
S1312,Emma,Taylor,student312@univ.edu,Male,21,Physics,84.17,90.55,46.38,53.61,77.93,41.2,94.12,68.192,C,14.1,No,No,Master's,High,4
S1313,Maria,Taylor,student313@univ.edu,Female,25,Business,79.4,97.29,69.24,85.17,77.45,79.4,58.66,76.884,B,20.1,No,No,None,Medium,2
S1314,David,Wilson,student314@univ.edu,Female,20,Engineering,92.12,82.97,78.06,69.3,75.54,63.6,83.74,78.202,B,19.3,Yes,Yes,None,Low,5
S1315,Omar,Anderson,student315@univ.edu,Female,23,Data Science,64.23,84.02,46.22,66.34,97.19,44.2,70.56,68.0945,C,17.0,No,Yes,None,Low,10
S1316,Fatima,Anderson,student316@univ.edu,Male,23,CS,78.77,96.01,71.18,56.33,96.73,25.0,98.6,81.864,B,14.4,Yes,Yes,High School,Low,1
S1317,Ali,Williams,student317@univ.edu,Male,19,Business,56.16,52.54,74.65,61.33,68.01,76.4,59.24,64.9225,D,9.4,Yes,No,High School,Medium,9
S1318,Sophia,Brown,student318@univ.edu,Female,24,Data Science,84.51,99.67,84.55,61.64,67.59,18.0,70.44,79.477,B,29.6,No,Yes,Master's,High,9
S1319,Sophia,Johnson,student319@univ.edu,Female,22,Data Science,86.6,86.41,54.09,99.26,77.74,92.8,81.99,75.062,B,18.5,No,No,High School,Low,5
S1320,Maria,Anderson,student320@univ.edu,Male,24,Physics,52.14,83.59,57.6,91.77,54.78,15.0,98.88,73.6925,C,22.2,No,No,Master's,High,1
S1321,Emma,Davis,student321@univ.edu,Female,25,Physics,83.79,61.67,74.17,50.76,65.15,80.5,65.19,65.4585,C,21.4,Yes,Yes,None,High,3
S1322,Hassan,Ahmed,student322@univ.edu,Female,24,CS,70.73,72.75,98.99,80.84,61.54,42.4,69.84,81.0295,B,22.3,No,No,Master's,Low,7
S1323,Lucas,Taylor,student323@univ.edu,Male,22,Business,56.2,79.24,53.05,62.8,61.17,18.6,73.09,63.9745,D,26.1,No,No,Bachelor's,Medium,5
S1324,Ahmed,Davis,student324@univ.edu,Female,22,Engineering,71.0,77.22,99.15,55.22,81.93,40.2,62.64,80.115,B,23.9,Yes,No,PhD,Low,9
